Small Unit Installation Postcode,Previous Years (2001-2016) - Installations Quantity,Previous Years (2001-2016) - SGU Rated Output In kW,Jan 2017 - Installations Quantity,Jan 2017 - SGU Rated Output In kW,Feb 2017 - Installations Quantity,Feb 2017 - SGU Rated Output In kW,Mar 2017 - Installations Quantity,Mar 2017 - SGU Rated Output In kW,Apr 2017 - Installations Quantity,Apr 2017 - SGU Rated Output In kW,May 2017 - Installations Quantity,May 2017 - SGU Rated Output In kW,Jun 2017 - Installations Quantity,Jun 2017 - SGU Rated Output In kW,Jul 2017 - Installations Quantity,Jul 2017 - SGU Rated Output In kW,Aug 2017 - Installations Quantity,Aug 2017 - SGU Rated Output In kW,Sep 2017 - Installations Quantity,Sep 2017 - SGU Rated Output In kW,Oct 2017 - Installations Quantity,Oct 2017 - SGU Rated Output In kW,Nov 2017 - Installations Quantity,Nov 2017 - SGU Rated Output In kW,Dec 2017 - Installations Quantity,Dec 2017 - SGU Rated Output In kW,Jan 2018 - Installations Quantity,Jan 2018 - SGU Rated Output In kW,Feb 2018 - Installations Quantity,Feb 2018 - SGU Rated Output In kW,Mar 2018 - Installations Quantity,Mar 2018 - SGU Rated Output In kW,Apr 2018 - Installations Quantity,Apr 2018 - SGU Rated Output In kW,May 2018 - Installations Quantity,May 2018 - SGU Rated Output In kW,Jun 2018 - Installations Quantity,Jun 2018 - SGU Rated Output In kW,Jul 2018 - Installations Quantity,Jul 2018 - SGU Rated Output In kW,Installations Quantity Total,SGU Rated Output In kW Total
5132,68,376.729,3,103.95,1,17.28,0,0,0,0,2,20.06,0,0,0,0,0,0,0,0,0,0,0,0,1,5.232,0,0,1,11.88,0,0,1,8.64,1,8.25,2,13.2,0,0,80,565.221
5133,82,369.295,0,0,0,0,1,6.4,0,0,0,0,0,0,1,4.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.85,0,0,85,383.495
5134,66,371.745,0,0,0,0,1,4.35,0,0,0,0,0,0,0,0,0,0,2,9.89,1,6.48,0,0,0,0,0,0,0,0,2,6.6,0,0,1,6.555,0,0,0,0,73,405.62
5136,67,231.91,0,0,0,0,0,0,0,0,1,2.12,0,0,0,0,1,4.86,1,3.025,1,5.8,2,17.28,0,0,0,0,1,4.125,1,6.48,0,0,1,6.96,0,0,0,0,76,282.56
5137,85,554.195,0,0,1,9.99,0,0,0,0,1,4.86,0,0,0,0,1,5.2,0,0,1,5.22,0,0,0,0,0,0,4,29.26,1,5.94,1,7.38,0,0,2,11.835,0,0,97,633.88
5138,44,231.795,0,0,0,0,0,0,0,0,1,29.9,1,5.3,0,0,1,3.26,0,0,1,6.625,1,6.625,0,0,0,0,0,0,0,0,1,6.4,0,0,0,0,0,0,50,289.905
5139,59,324.05,1,5.2,1,9.88,0,0,0,0,0,0,1,5.2,1,32.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.6,0,0,2,33.06,0,0,0,0,66,416.39
5140,59,186.947,0,0,2,9.579,2,7.28,0,0,1,5.22,1,5.3,0,0,0,0,0,0,0,0,0,0,1,10.56,2,17.8,1,4.675,0,0,0,0,0,0,0,0,0,0,69,247.361
5141,125,437.046,1,7.8,1,5.3,1,6.48,0,0,1,7.98,0,0,0,0,1,4.95,0,0,0,0,2,15.12,0,0,1,6.27,1,9.99,2,14.96,0,0,1,5.5,2,11.685,0,0,139,533.081
5142,93,394.54,1,6.095,0,0,0,0,0,0,0,0,0,0,1,6.05,0,0,0,0,1,29.9,0,0,7,151.65,1,15.12,0,0,1,6.48,0,0,0,0,0,0,0,0,105,609.835
5144,62,315.174,1,3.18,0,0,0,0,1,6.4,0,0,1,3.64,1,29.9,0,0,0,0,2,10.295,0,0,0,0,0,0,2,8.1,0,0,0,0,1,6.555,1,7.83,0,0,72,391.074
5150,12,61.96,0,0,0,0,1,5.035,0,0,0,0,0,0,1,1.8,0,0,0,0,0,0,1,8.85,0,0,0,0,0,0,1,3.18,0,0,0,0,0,0,0,0,16,80.825
5151,48,249.24,0,0,0,0,0,0,0,0,2,6.7,0,0,1,5.98,0,0,1,7.95,1,5,0,0,2,15.76,1,7.92,1,5.67,0,0,0,0,1,6.27,0,0,0,0,58,310.49
5152,546,"2,074.39",4,20.76,5,25.185,6,41.96,4,36.62,3,36.89,3,16.09,2,19.885,4,25.91,1,5.775,7,54.54,9,156.65,8,173.845,11,65.94,5,33.02,5,32.88,9,55.354,9,75.815,4,27.84,5,41.225,650,"3,020.57"
5153,1074,"4,697.02",7,70.952,12,77.34,6,44.27,4,21.6,6,38.37,4,64.174,6,38.175,6,40.205,4,36.105,7,73.645,8,96.12,8,59.46,7,83.985,6,45.825,7,51.77,5,35.13,8,56.36,4,83.2,1,5.49,1190,"5,719.20"
5154,315,"1,174.26",2,15.19,1,2.32,2,16.56,0,0,2,12.57,1,16.83,3,26.995,2,9.66,3,30.59,4,52.13,3,13.25,5,45.66,1,6.48,5,45.29,2,12,4,31.895,4,37.225,2,10.98,2,14.52,363,"1,574.40"
5155,423,"1,448.32",0,0,2,8.78,3,10.39,2,13.52,5,30.41,2,12.295,4,31.84,1,6.48,3,21.51,0,0,5,31.055,5,36.55,1,5.3,2,11.98,6,36.095,3,16.155,5,25.78,1,5.4,0,0,473,"1,751.86"
5156,100,377.689,0,0,0,0,0,0,0,0,1,5.98,0,0,0,0,1,12.21,1,15.9,0,0,0,0,0,0,1,4.29,0,0,1,3.685,0,0,0,0,0,0,0,0,105,419.754
5157,550,"2,213.04",0,0,4,32.455,1,8.48,1,5.13,4,31.94,0,0,1,5.4,2,12.69,1,6.48,5,28.92,3,18.59,3,28.625,2,18.39,6,25.65,8,66.565,2,11.415,4,23.155,0,0,4,25.11,601,"2,562.04"
5158,3791,"11,044.59",9,52.562,5,24.515,14,59.33,10,46.74,24,125.585,14,71.37,24,114.915,14,68.665,17,89.175,25,144.39,41,323.955,30,187.96,25,132.925,28,166.495,18,121.495,19,109.01,22,130.93,22,160.58,8,42.06,4160,"13,217.25"
5159,4664,"14,091.22",17,77.672,12,54.915,30,135.425,10,49.037,19,126.025,14,59.52,23,113.935,20,112.2,34,168.535,24,124.475,42,236.95,35,294.905,24,152.16,33,185.115,25,131.855,20,112.115,31,166.42,18,93.64,12,71.855,5107,"16,557.97"
5160,115,"1,785.28",0,0,0,0,4,62.88,1,16.64,2,40.56,1,83.52,0,0,0,0,2,114.96,5,148.45,1,14.025,0,0,0,0,0,0,0,0,2,31.68,4,45.63,7,156.72,0,0,144,"2,500.34"
5161,1504,"4,103.80",4,18.74,3,15.48,5,21.49,5,27.45,8,67.14,11,50.105,5,24.665,6,29.075,8,42.3,6,118.08,9,51.485,9,49.215,12,49.95,12,86.15,11,53.755,6,64.835,9,60.79,5,27.84,5,26.55,1643,"4,988.90"
5162,4733,"13,638.01",21,104.645,22,149.3,18,69.405,15,111.8,16,75.265,26,105.095,31,134.045,21,99.72,27,139.38,30,159.815,26,237.115,25,136.385,31,193.125,30,164.1,31,159.845,19,109.995,26,123.71,26,149.49,14,78.865,5188,"16,139.11"
5163,1943,"5,906.51",4,21.96,4,25.655,6,28.07,7,31.27,15,78.505,16,106.265,4,22,9,46.185,15,86.13,12,59.465,15,105.825,15,96.775,11,63.99,13,62.15,9,40.59,7,33.06,13,96.18,11,59.425,9,46.88,2138,"7,016.89"
5164,541,"1,439.72",1,3.18,2,10.8,2,10.07,4,14.04,1,9.88,3,12.05,2,10.37,0,0,1,4.05,2,9.84,4,19.15,2,10.9,1,6.16,4,15.71,4,39.6,3,17.81,6,24.21,4,19.395,0,0,587,"1,676.94"
5165,551,"1,649.30",1,99.76,2,8.145,4,18.065,0,0,3,11.09,5,23.3,5,19.52,6,35.08,1,6.48,4,19.555,4,101.205,3,98.47,3,20.98,8,56.365,4,36,3,11.73,5,25.89,1,5.22,0,0,613,"2,246.15"
5166,272,686.727,1,3.12,0,0,2,6.24,1,5.6,1,6.05,1,6.36,4,16.87,1,4.94,2,8.52,0,0,3,13.33,2,9.905,1,4.86,1,6.05,4,16.5,0,0,0,0,0,0,0,0,296,795.072
5167,820,"2,171.52",2,8.77,4,17.04,4,18.345,3,14.59,0,0,2,11.185,1,3.24,4,26.81,1,4.32,10,50.355,10,56.1,3,23.085,4,26.76,7,35.215,6,31.195,7,38.95,4,22.32,2,15.195,1,5.94,895,"2,580.93"
5168,765,"2,316.27",3,12.48,3,40,4,75.63,2,38.81,3,13,8,34.49,7,27.185,5,19.895,9,76.94,14,70.85,5,25.825,6,38.22,8,32.105,6,30.81,6,27.01,7,28.5,2,31.84,1,6.6,3,23.97,867,"2,970.43"
5169,2207,"6,550.64",9,53,19,96.535,14,72.055,8,40.14,11,59.41,15,153,12,56.445,18,180.88,22,299.465,26,178.2,32,161.54,19,145.655,18,90.59,28,172.35,11,161.065,22,130.4,8,36.63,29,231.28,12,81.305,2540,"8,950.58"
5170,204,566.721,0,0,2,12.345,1,3.48,1,3.18,2,13.98,1,4.32,0,0,2,7.975,0,0,3,20.96,1,3.24,1,6.05,3,13.93,1,6.48,2,5.38,3,21.71,1,4.95,3,17.12,0,0,231,711.821
5171,1205,"5,312.44",3,42.86,8,39,3,24.71,6,44.2,7,50.63,3,12.23,6,61.26,9,50.22,4,21.8,11,118.52,10,84.42,15,201.125,8,56.39,8,66.375,4,17.28,9,69.695,8,48.09,7,39.96,5,30.795,1339,"6,392.00"
5172,801,"2,938.47",2,9.2,3,18.67,2,13.08,5,21.74,4,27.42,1,12,4,31.9,3,12.75,1,6.095,1,3.025,4,27.425,7,48.578,8,55.845,11,71.36,4,19.245,3,11.585,6,41.58,5,33.885,3,15.96,878,"3,419.81"
5173,2021,"5,827.73",7,35.85,13,53.54,8,49.9,6,121.34,10,41.58,15,63.87,12,64.08,12,51.845,10,61.535,19,93.13,15,78.225,15,76.17,10,83.78,12,78.595,16,109.78,18,102.225,22,136.132,12,64.28,6,44.705,2259,"7,238.29"
5174,496,"1,611.39",4,18.36,3,12,6,20.16,4,19.4,3,11.92,2,10.25,5,25.94,2,10.05,5,32.81,4,17.965,4,27.445,2,8.65,1,4.4,3,15.78,1,5.13,1,5.4,5,72.52,1,5.13,2,13.155,554,"1,947.85"
5175,1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3
5201,329,"1,381.14",1,10.4,1,10.44,3,16.22,4,16.58,1,7.83,2,8.635,1,5.4,3,14.07,2,21.24,4,51.66,3,16.245,4,21.87,3,23.59,0,0,3,18.775,1,5.13,3,20.04,3,27.42,0,0,371,"1,676.69"
5202,146,637.31,1,6.24,0,0,1,5.72,1,4.77,1,10.2,1,7.92,2,14.4,0,0,0,0,3,40.4,2,33.66,4,27.44,0,0,0,0,1,11,0,0,1,3.54,1,5.4,1,5.985,166,813.985
5203,235,827.887,1,5.72,2,9.705,0,0,0,0,1,6.16,1,1.62,2,7.925,3,15.085,3,12.92,2,9.86,3,8.04,0,0,0,0,3,12.09,3,16.08,1,3.24,2,8.025,1,5.13,2,7.29,265,956.777
5204,860,"2,640.22",5,17.6,3,67.18,5,21.74,2,12.4,4,16.28,4,35.13,7,34.15,6,29.91,5,24.11,5,32.985,8,41.36,9,46.82,9,41.98,9,54.96,9,51.43,4,21.48,6,26.775,9,38.535,1,4.95,970,"3,260.00"
5207,1,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.96
5210,337,"1,205.50",1,2.34,3,23.35,3,13.72,3,13.24,1,8,2,9.16,1,9.805,2,9.69,4,32.81,3,24.43,2,35.24,2,11.49,2,13.14,3,12.41,0,0,1,4.95,0,0,1,2.655,2,12.1,373,"1,444.03"
5211,3536,"10,225.48",13,58.36,22,197.817,11,83.28,16,87.225,11,56.44,16,89.66,30,126.725,22,108.455,32,200.1,28,138.18,26,197.05,31,213.73,14,87.065,22,126.66,16,195.585,19,111.57,21,150.215,20,117.265,17,89.115,3923,"12,659.97"
5212,651,"1,643.13",0,0,1,5.4,1,4.86,2,12.1,2,10.38,2,15.93,5,91.62,3,15.78,0,0,0,0,2,29.63,3,18.2,4,16.29,6,44.21,3,15.4,2,8.8,0,0,0,0,0,0,687,"1,931.73"
5213,336,"1,025.50",1,2.08,1,3.12,0,0,1,6.21,1,5.94,2,12.46,1,5,3,20.8,1,5.5,1,6.38,4,29.965,2,13.08,2,16.17,1,3.025,2,11.88,2,11.1,2,33.85,2,14.53,4,24.35,369,"1,250.94"
5214,2193,"6,102.40",9,37.43,15,61.68,13,49.83,10,29.6,8,55.23,8,37.79,20,92.645,15,75.435,25,214.485,13,76.705,25,161.93,12,59.89,14,56.765,15,74.71,19,98.765,12,117.235,16,128.66,13,69.05,13,66.955,2468,"7,667.19"
5220,33,108.786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.025,0,0,0,0,0,0,34,111.811
5221,82,283.456,0,0,0,0,0,0,1,6.5,2,6.36,0,0,0,0,0,0,0,0,1,4.32,1,6.48,3,20.52,0,0,1,13.25,2,11.575,1,6.2,1,6.625,2,13.2,0,0,97,378.486
5222,179,564.634,2,11.64,2,12.48,2,10.99,1,4.4,2,9.275,2,9.41,0,0,1,6.36,0,0,2,11.34,0,0,1,2.16,0,0,1,6.48,1,4.83,1,5.22,4,21.2,0,0,1,2.9,202,683.319
5223,527,"1,965.54",0,0,1,6.24,2,40.16,2,12.13,3,12.22,2,24.57,1,29.76,5,29.365,4,23.06,4,54.7,3,15.6,8,136.12,1,5.94,0,0,6,55.86,3,15.125,3,18.38,6,54.75,0,0,581,"2,499.52"
5231,183,629.89,1,3.12,2,96.84,2,28.98,0,0,1,29.44,2,10.71,3,16.63,2,13.3,2,12.12,4,60.92,1,9.99,2,12.88,3,28.98,3,19.91,3,18.6,1,8.25,2,15.75,1,6.48,2,16.23,220,"1,039.02"
5232,75,349.595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.232,0,0,1,6.48,0,0,0,0,0,0,0,0,2,23.1,0,0,79,384.407
5233,213,903.336,0,0,0,0,0,0,1,3.78,1,29.87,0,0,0,0,0,0,1,5.94,3,17.38,2,72.05,1,5.13,2,6.785,3,23.76,0,0,1,3.85,1,5.28,2,14.355,1,4.34,232,"1,095.86"
5234,228,867.677,1,3.64,0,0,0,0,2,5.72,1,6.48,1,6,2,10.8,1,5.4,0,0,3,82.8,1,5.4,2,10.26,1,14.56,1,2.16,3,24.66,0,0,0,0,4,26.625,1,6.05,252,"1,078.23"
5235,456,"1,558.43",0,0,0,0,6,26.14,1,4.48,1,5.9,0,0,2,9.08,4,21.44,4,23.64,2,7.51,5,34.56,2,7.03,1,4.275,2,9.465,5,55.89,0,0,3,20.83,5,48.83,2,9.14,501,"1,846.64"
5236,51,177.493,1,1.82,0,0,0,0,0,0,0,0,0,0,0,0,2,10.45,1,5.4,0,0,0,0,0,0,3,18.065,0,0,0,0,0,0,0,0,0,0,0,0,58,213.228
5237,64,208.002,0,0,0,0,0,0,0,0,1,5.2,0,0,1,5.5,1,5.3,0,0,0,0,0,0,0,0,1,3.78,0,0,0,0,0,0,1,3.96,0,0,0,0,69,231.742
5238,1025,"3,358.70",1,5,3,17.16,7,40.81,1,8.1,5,34.09,2,8.13,5,25.565,5,23.1,4,23.44,7,44.835,12,78.155,14,167.6,13,70.77,7,44.925,10,46.2,5,43.845,5,29.74,6,36.24,5,28.25,1142,"4,134.65"
5240,87,575.746,1,5.3,1,9.88,0,0,1,3.24,0,0,0,0,1,5.04,0,0,1,5.4,1,29.9,0,0,3,30.86,1,7.7,3,22.14,4,34.19,0,0,0,0,0,0,0,0,104,729.396
5241,320,"1,330.06",3,37.97,0,0,4,48.365,0,0,3,16.23,3,25.37,2,14.04,1,6.05,3,13.31,6,61.03,1,16.52,3,17.46,5,39.99,2,14.05,0,0,1,4.27,3,20.23,2,14.52,2,11.375,364,"1,690.84"
5242,242,955.212,1,5.83,0,0,2,13.07,3,23.72,3,20.19,2,32.67,0,0,3,21.675,1,11.66,0,0,1,9.99,4,117.785,3,16.6,5,34.42,2,9.78,2,17.05,0,0,1,9.9,1,9.35,276,"1,308.90"
5243,123,615.217,0,0,2,61.92,1,6.24,1,3.98,1,6.48,2,16.97,0,0,1,5.22,1,9.99,1,4.95,1,9.9,1,6.48,2,11.61,2,10.23,0,0,0,0,1,6.05,2,35.8,0,0,142,811.037
5244,672,"2,894.64",0,0,4,22.14,1,6.48,2,9.06,5,21.71,2,15.91,3,13.405,6,35.805,1,5.4,9,82.515,6,49.93,5,48.34,6,29.7,8,43.085,2,17.34,1,6.38,3,16.96,3,41.7,2,28.86,741,"3,389.36"
5245,405,"1,675.63",4,19.175,3,15.45,3,24.45,0,0,5,40.89,4,17.45,2,8.36,3,14.87,4,16.375,7,93.03,7,56.785,5,35.25,2,20.7,1,10.64,3,13.75,3,27.25,1,5.13,4,29.68,0,0,466,"2,124.87"
5250,489,"2,098.49",1,5.4,5,114.56,4,22.91,1,4.2,3,43.92,5,27.305,2,26.23,4,40.515,5,98.28,6,40.3,10,76.965,7,73,7,43.05,2,39.72,1,3.025,2,9.24,1,15.84,3,21.705,0,0,558,"2,804.65"
5251,1879,"7,694.16",14,191.215,9,55.025,8,45.355,8,58.535,10,58.26,14,98.41,13,52.475,28,223.43,16,266.69,31,259.95,28,280.52,27,201.762,31,187.22,16,101.385,19,116.86,23,149.78,18,125.505,21,195.3,19,122.62,2232,"10,484.45"
5252,857,"2,917.45",5,24.937,3,15.61,3,17.24,4,17.92,10,43.57,5,38.715,4,16.64,7,31.78,4,22.32,9,88.51,12,169.933,5,199.37,3,21.51,8,48.475,9,60.18,8,50.345,10,67.751,6,41.94,7,42.265,979,"3,936.46"
5253,2651,"10,091.44",12,74.9,12,65.725,11,119.16,9,86.9,15,121.54,12,116.77,20,175.995,15,102.825,11,57.603,26,305.575,17,105.41,16,174.025,15,111.96,22,163.195,29,171.035,9,54.145,17,88.715,16,102.25,15,85.975,2950,"12,375.14"
5254,513,"2,126.37",4,27.55,5,23.065,2,12.27,6,102.59,1,5.4,3,15.535,1,5.67,2,8.81,0,0,5,24.23,2,13.07,1,10.03,6,49.48,7,58.56,10,69.61,3,18.975,5,28.68,0,0,1,5.13,577,"2,605.02"
5255,1553,"5,448.23",7,41.115,7,42.055,7,51.94,6,39.7,8,56.8,3,15.19,6,27.74,10,55.87,14,73.99,10,74.6,16,104.186,20,200.135,14,124.055,15,106.01,14,84.495,7,39.255,16,250.27,8,126.295,2,13.575,1743,"6,975.50"
5256,315,881.21,3,13.4,2,12.78,4,24.31,1,5.83,2,11.85,1,3.24,3,13.3,4,26.08,3,22.26,5,21.27,6,27.99,5,27.555,2,4.81,2,10.8,1,6.27,3,17.5,3,9.34,4,25.77,0,0,369,"1,165.57"
5259,247,"1,246.61",0,0,5,30.285,3,65.08,1,6.48,1,6.36,1,9.88,1,5.1,0,0,1,3.08,2,12.1,2,13.33,2,24.41,2,11.34,1,3.3,5,45.83,2,11.07,0,0,2,7.83,1,6.6,279,"1,508.69"
5260,305,"1,113.24",0,0,1,5,3,10.83,0,0,1,6.36,1,29.7,1,6.6,2,9.705,1,5.4,2,8.71,2,10.525,4,21.33,2,11.16,3,15.05,5,51.51,2,13.2,2,5.16,4,17.83,4,22.55,345,"1,363.86"
5261,46,195.817,0,0,0,0,0,0,0,0,0,0,1,4.94,0,0,0,0,0,0,2,25.02,1,4.95,0,0,0,0,0,0,1,4.4,0,0,0,0,0,0,0,0,51,235.127
5262,29,164.444,0,0,0,0,1,2.08,2,12.22,1,5.2,0,0,0,0,2,11.3,0,0,0,0,0,0,1,9.625,0,0,0,0,0,0,0,0,0,0,1,4.86,1,5.985,38,215.714
5263,24,279.766,0,0,0,0,1,10.44,0,0,0,0,0,0,1,29.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,319.906
5264,221,"1,010.85",0,0,3,19.665,0,0,3,29.505,0,0,1,4.24,1,4.93,2,21.43,0,0,2,12.5,3,23.79,1,5.4,4,20.075,3,17.865,1,3.3,2,13.155,0,0,3,42.6,1,3.3,251,"1,232.61"
5265,48,185.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8.91,1,4.95,1,4.59,0,0,2,9.18,0,0,0,0,0,0,0,0,2,12.1,0,0,0,0,56,225.01
5266,73,316.035,0,0,2,11.93,2,10.8,0,0,0,0,0,0,0,0,0,0,0,0,2,8.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,347.015
5267,237,"1,106.85",1,8.32,2,6.76,5,32.12,0,0,0,0,1,8.06,0,0,3,19.965,2,12.39,6,26.64,4,15.7,1,9.99,2,10.8,3,41.7,5,32.22,1,3.3,8,47.195,3,20.72,2,11.88,286,"1,414.61"
5268,465,"2,135.23",1,8.32,3,15.92,2,12.74,0,0,1,6.24,4,40.12,5,68.65,1,3.85,1,5.4,3,19.265,3,21.6,8,98.65,2,14.92,1,4.59,3,17.15,2,11.65,2,9.8,6,34.49,0,0,513,"2,528.59"
5269,27,155.865,0,0,0,0,0,0,0,0,1,5.2,0,0,0,0,0,0,0,0,2,15.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24,0,0,31,180.255
5270,88,361.145,0,0,0,0,0,0,0,0,2,6.24,0,0,0,0,1,8.25,0,0,1,6.05,0,0,4,25.54,1,2.2,0,0,0,0,1,33.32,0,0,1,5.4,0,0,99,448.145
5271,772,"3,859.19",5,19.335,10,53.8,7,38.12,3,15.2,2,8.365,2,9.56,2,12.72,6,32.71,1,5.13,11,57.04,6,29.845,18,130.395,4,21.77,5,36.15,6,41.74,6,35.97,9,46.76,14,70.645,2,10.08,891,"4,534.52"
5272,84,370.604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.95,0,0,1,2.08,1,5.4,0,0,0,0,0,0,1,5.5,0,0,0,0,0,0,88,388.534
5273,11,42.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,47.19
5275,367,"1,466.04",0,0,2,11.04,5,32.42,7,25.52,0,0,0,0,2,11.45,1,3.24,1,5.3,3,91.19,3,20.08,3,19.7,3,15.83,1,6.03,3,17.46,5,31.44,2,10.65,2,32.945,0,0,410,"1,800.34"
5276,228,"1,007.79",0,0,0,0,0,0,0,0,0,0,1,5.2,0,0,0,0,0,0,1,5.67,1,4.32,2,10.8,0,0,1,5.4,2,12.96,1,6.48,1,1.89,1,10.8,1,6.6,240,"1,077.91"
5277,279,"1,284.48",2,11.44,3,13.36,4,23,1,15.6,1,3.12,3,16.49,0,0,1,6.96,2,10.8,2,11.45,1,29.97,4,18.505,4,58.995,3,17.72,0,0,4,24,1,21.66,4,19.115,2,11.07,321,"1,597.74"
5278,54,228.81,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1,9.735,1,9.72,1,5.94,0,0,0,0,1,5.4,0,0,0,0,2,12.65,2,10.8,63,288.055
5279,53,198.684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.5,0,0,0,0,0,0,0,0,1,3.3,2,25.38,0,0,0,0,2,10.065,0,0,59,242.929
5280,943,"4,063.11",3,15.4,6,24.68,3,12.42,6,31.77,3,15.33,7,60.68,0,0,4,21.51,8,45.27,10,49.89,10,64.665,12,162.365,5,29.81,6,35.73,8,75.365,6,43.77,10,64.21,10,55,0,0,1060,"4,870.98"
5290,1619,"6,209.56",7,115.18,8,35.06,4,18.38,7,25.025,11,149.22,7,68.19,5,21.85,14,68.22,11,44.905,17,76.815,27,146.45,21,120.425,12,81.455,9,59.675,17,231.53,15,120.05,32,220.12,16,116.485,5,23.94,1864,"7,952.54"
5291,837,"3,939.72",5,29.56,6,33.22,6,32.91,9,46.415,6,54.67,5,37.16,1,4.05,5,35.075,5,30.74,17,139.43,13,105.62,9,103.53,10,52.81,8,52.96,10,138.945,10,53.23,22,152.6,13,73.7,4,33.36,1001,"5,149.70"
5301,84,342.635,0,0,1,4.94,1,12.72,2,11.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.62,1,4.95,0,0,0,0,2,15.29,0,0,2,14.72,0,0,94,476.835
5302,132,535.29,0,0,1,3.18,0,0,0,0,0,0,1,10.26,4,81.46,2,8.78,1,7.975,0,0,2,20.2,1,3.24,0,0,0,0,2,11.45,0,0,0,0,0,0,1,5.4,147,687.235
5303,17,62.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.4,0,0,19,72.84
5304,101,426.585,1,20,0,0,1,1.62,0,0,0,0,0,0,0,0,0,0,1,6.05,0,0,2,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.86,107,467.515
5306,10,43.5,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,54.72
5307,104,370.815,0,0,0,0,0,0,0,0,1,5.72,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.5,1,3.48,3,27.27,1,6.05,1,6.6,113,430.435
5308,15,59.895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.8,0,0,1,5.1,0,0,1,5.5,0,0,0,0,0,0,1,6.48,19,87.775
5309,17,67.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.8,0,0,0,0,0,0,0,0,19,80.61
5310,4,19.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.6,0,0,0,0,0,0,0,0,5,22.54
5311,43,180.18,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,4.86,0,0,1,4.86,1,4.24,1,5.3,0,0,0,0,0,0,1,5.67,0,0,0,0,49,210.11
5312,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
5320,194,771.53,0,0,1,5.985,1,3.24,0,0,3,5.06,2,6.28,1,0.81,1,19.8,2,20.25,0,0,2,8.01,3,11.2,0,0,1,4.32,2,15.39,0,0,3,11.07,0,0,0,0,216,882.945
5321,67,267.058,1,4.86,1,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.48,1,30.21,0,0,0,0,0,0,0,0,2,12,1,5.94,1,2.16,2,13.2,77,347.308
5322,177,770.076,1,6,3,13.3,1,4.05,1,5.4,1,9.63,1,3.24,0,0,0,0,3,16.84,1,6.36,1,6.095,1,7.02,1,3.24,3,20.7,2,5.99,1,4.86,0,0,2,8.91,1,3.85,201,895.561
5330,664,"2,852.80",1,0.54,3,16.275,1,5.13,2,8.95,1,3.24,2,6.37,3,13.3,8,40.84,7,43.89,5,39.355,4,11.98,5,123,3,8.955,7,51.3,5,22.49,3,30.72,6,26.935,1,29.7,0,0,731,"3,335.77"
5331,67,286.537,1,1.56,0,0,1,5.04,0,0,0,0,0,0,0,0,1,5.4,1,10.62,0,0,1,5.4,1,14.04,0,0,0,0,1,6.27,0,0,1,5.94,0,0,0,0,75,340.807
5332,77,310.177,0,0,2,10.65,0,0,0,0,2,9.36,0,0,0,0,0,0,0,0,0,0,2,7.02,2,12.15,0,0,0,0,0,0,0,0,2,7.28,0,0,1,2.43,88,359.067
