Small Unit Installation Postcode,Previous Years (2001-2016) - Installations Quantity,Previous Years (2001-2016) - SGU Rated Output In kW,Jan 2017 - Installations Quantity,Jan 2017 - SGU Rated Output In kW,Feb 2017 - Installations Quantity,Feb 2017 - SGU Rated Output In kW,Mar 2017 - Installations Quantity,Mar 2017 - SGU Rated Output In kW,Apr 2017 - Installations Quantity,Apr 2017 - SGU Rated Output In kW,May 2017 - Installations Quantity,May 2017 - SGU Rated Output In kW,Jun 2017 - Installations Quantity,Jun 2017 - SGU Rated Output In kW,Jul 2017 - Installations Quantity,Jul 2017 - SGU Rated Output In kW,Aug 2017 - Installations Quantity,Aug 2017 - SGU Rated Output In kW,Sep 2017 - Installations Quantity,Sep 2017 - SGU Rated Output In kW,Oct 2017 - Installations Quantity,Oct 2017 - SGU Rated Output In kW,Nov 2017 - Installations Quantity,Nov 2017 - SGU Rated Output In kW,Dec 2017 - Installations Quantity,Dec 2017 - SGU Rated Output In kW,Jan 2018 - Installations Quantity,Jan 2018 - SGU Rated Output In kW,Feb 2018 - Installations Quantity,Feb 2018 - SGU Rated Output In kW,Mar 2018 - Installations Quantity,Mar 2018 - SGU Rated Output In kW,Apr 2018 - Installations Quantity,Apr 2018 - SGU Rated Output In kW,May 2018 - Installations Quantity,May 2018 - SGU Rated Output In kW,Jun 2018 - Installations Quantity,Jun 2018 - SGU Rated Output In kW,Jul 2018 - Installations Quantity,Jul 2018 - SGU Rated Output In kW,Installations Quantity Total,SGU Rated Output In kW Total
2427,444,"1,061.87",5,23.23,6,23.75,8,35.64,4,22.92,3,11.53,0,0,4,21.24,7,31.49,9,39.195,7,27.42,7,36.195,7,35.93,6,26.85,5,27.08,8,37.64,11,54.19,6,29.28,6,32.56,1,5.4,554,"1,583.41"
2428,2131,"5,498.68",14,56.85,18,78.775,17,71.96,16,60.72,16,65.27,11,47.045,17,85.845,21,85.55,21,100.05,24,115.965,22,118.275,24,125.275,17,84.745,19,95.77,19,111,19,217.29,19,115.24,23,118.335,14,118.46,2482,"7,371.10"
2429,942,"3,072.83",3,14.42,8,23.885,8,38.18,13,65.37,12,60.775,7,120.06,8,26.695,5,17.93,6,32.615,5,25.185,13,87.56,9,46.152,4,18.84,9,47.62,24,125.91,12,74.52,18,83.73,13,79.225,6,27.32,1125,"4,088.82"
2430,3121,"10,403.92",20,92.93,17,67.83,19,93.6,25,120.93,36,168.11,11,47.075,30,136.815,34,162.9,20,100.085,29,134.415,43,258.785,33,225.825,21,151.19,38,185.84,43,241.185,36,299.805,43,323.47,35,256.535,18,90.19,3672,"13,561.43"
2431,590,"1,515.14",5,13.52,2,4.78,2,6.76,7,54.97,4,17.11,2,7.66,7,46.75,9,82.085,6,25.545,5,15.93,4,22.74,3,14.75,10,44.97,4,17.59,9,54.87,5,21.855,21,99.15,6,36.23,8,35.55,709,"2,137.95"
2439,361,"1,125.70",2,7.3,7,26.93,7,21.62,3,9.83,9,50.12,6,22.755,3,9.02,5,29.64,3,12.685,2,8.9,2,7.64,11,53.375,9,42.39,13,58.555,9,40.53,7,33.64,12,55.41,11,55.06,5,28.4,487,"1,699.50"
2440,1654,"5,924.03",4,14.135,12,53.51,12,58.57,10,63.075,15,63.35,15,61.92,15,111.355,23,118.33,22,110.41,31,137.99,22,204.315,14,72.58,19,104.52,20,145.89,12,64.365,22,107.485,43,228.18,28,218.065,16,100.82,2009,"7,962.90"
2441,573,"1,745.52",5,20.64,5,23.68,3,11.46,4,17.72,6,21.56,3,16.61,5,32.4,3,14.51,4,14.63,4,17.04,5,28.18,6,31.58,3,12.825,6,28.87,2,9.24,5,28.9,4,21.23,5,32.32,4,24.01,655,"2,152.92"
2443,1392,"3,609.62",6,19.13,7,17.64,8,30.01,7,32.195,9,36.44,12,50.09,14,53.855,12,47.13,13,51.025,9,43.605,16,73.435,11,49.485,6,27.58,6,26.86,14,64.025,6,43.72,10,46.73,14,108.56,4,18.725,1576,"4,449.86"
2444,3855,"11,971.08",12,51.94,31,216.815,34,237.995,16,70.02,25,183.17,18,204.255,29,168.51,37,194.72,20,82.815,32,154.08,41,198.31,40,239.977,25,126.44,30,149.74,46,270.43,40,205.23,44,264.03,35,199.93,29,179.66,4439,"15,369.15"
2445,694,"1,755.47",3,9.24,2,3.64,9,37.58,4,18.24,10,46.32,5,14.83,5,22.75,11,50.34,7,31.495,6,20.64,9,60.8,12,61.905,6,28.85,10,42.7,9,44.685,8,36.275,21,105.175,10,51.31,8,36.455,849,"2,478.70"
2446,1338,"4,272.90",8,35.84,10,48.76,11,72.05,12,52.975,14,66.84,10,37.725,18,89.89,19,76.085,9,55.025,16,93.78,13,79.45,9,48.21,15,66.885,11,75.33,7,41.1,29,187.485,24,199.845,14,111.35,11,56.85,1598,"5,768.38"
2447,664,"2,051.80",4,13.84,11,29.22,8,67.1,6,25.88,12,61.01,4,20.715,11,47.63,5,32.75,3,11.88,9,44.37,10,37,10,67.475,12,65.315,8,40.55,8,36.925,6,39.1,11,59.19,16,75.58,2,7.7,820,"2,835.03"
2448,1018,"2,580.14",1,2.04,9,35.78,2,23.4,3,15.99,7,32.67,4,38.1,8,34.585,15,73.34,8,28.22,9,47.345,15,65.465,15,75.085,8,29.92,9,35.46,14,120.18,7,33.33,10,42.01,8,29.53,7,34.44,1177,"3,377.03"
2449,236,713.188,0,0,2,6.98,0,0,1,6.12,2,7.56,2,11.52,3,14.13,2,8.46,1,5.015,3,8.37,3,12.06,1,4.86,1,5.4,2,12.1,1,5.4,4,44.3,2,9.8,3,12.58,0,0,269,887.843
2450,3164,"10,100.04",22,75.265,30,149.52,24,106.55,26,107.6,25,122.59,34,230.1,37,230.65,48,246.825,32,155.88,46,386.4,64,381.2,55,322.27,34,201.8,41,215.025,41,197.43,34,198.225,46,290.045,40,296.41,18,108.195,3861,"14,122.02"
2452,1088,"2,943.83",2,7.3,12,42.83,7,22.62,8,25.75,11,52.8,6,18.22,13,93.015,6,19.99,9,36.02,14,59.805,9,35.85,18,80.975,11,133.29,8,32.755,11,47.345,11,45.515,14,125.625,12,64.77,6,34.62,1276,"3,922.93"
2453,332,"1,115.54",1,2.08,2,9.18,1,4.16,3,14.13,3,14.4,2,3.72,1,5.4,4,15.51,2,10.37,2,7.02,8,40.32,5,23.51,2,9.45,3,12.04,4,18.09,2,21.6,6,30.24,3,17.93,1,6.6,387,"1,381.29"
2454,943,"2,658.10",8,22.56,9,53.04,11,64.14,4,15.93,10,42.815,4,22.79,11,168.23,12,56.53,5,118.68,12,46.53,18,83.775,21,117.26,17,75.745,7,40.59,8,58.925,12,51.28,10,68.77,10,59.08,0,0,1132,"3,824.77"
2455,295,887.917,1,2.08,2,5.77,6,19.84,0,0,2,7.56,2,6.76,5,13.84,2,6.57,0,0,1,5.13,7,34.02,4,19.67,4,19.44,4,16.105,5,29.93,4,31.03,4,16.175,1,5.4,3,11.88,352,"1,139.12"
2456,1404,"3,975.67",6,24.56,20,105.975,12,51.39,5,18.81,16,132.79,9,33.705,12,47.455,10,44.92,6,23.59,24,117.635,16,142.16,30,192.465,19,97.355,15,72.08,15,74.825,17,83.47,22,119.16,16,112.44,8,44.855,1682,"5,515.31"
2460,2655,"9,552.13",19,94.125,24,110.32,36,185.215,13,56.98,21,190.835,29,218.78,38,320.67,26,114.33,30,180.19,38,258.73,75,599.55,55,261.225,32,163.58,34,167.64,58,330.455,44,299.31,43,269.455,43,217.446,22,142.55,3335,"13,733.51"
2462,301,889.239,1,1.56,2,7.76,3,19.04,3,8.96,4,17.7,1,6.12,1,3.12,4,25.08,3,16.1,6,46.21,4,24.065,6,24.495,3,14.22,4,19.67,7,53.4,3,17.37,3,11.18,3,15.24,3,18.69,365,"1,239.22"
2463,715,"2,422.41",6,30.06,4,31.32,11,82.29,6,26.272,7,29.93,14,55.96,9,41.19,5,33.1,9,73.02,7,29.8,10,44.64,11,68.85,12,59.26,10,58.82,25,142.345,8,33.04,13,62.635,9,46.585,11,67.5,902,"3,439.03"
2464,846,"2,202.95",9,35.67,9,106.04,6,51.46,6,50,2,9.9,9,29.23,3,14.57,7,53.105,3,11.88,9,36.17,15,220.39,10,46.97,3,10.37,9,71.375,9,44.935,9,43.33,10,51.65,10,48.52,2,8.34,986,"3,146.86"
2465,20,51.06,0,0,0,0,0,0,0,0,1,5.04,0,0,0,0,0,0,1,5.94,0,0,0,0,0,0,1,24.84,0,0,0,0,0,0,0,0,0,0,0,0,23,86.88
2466,198,609.22,1,5.72,1,2.08,5,24.84,2,10.18,2,11.64,4,15.87,3,17.56,2,9.315,2,9.81,2,10.9,3,15.46,2,12.43,1,6.48,6,28.16,6,34.17,2,10.08,1,6.38,3,18.51,2,8.88,248,867.685
2469,406,"1,239.41",2,10.215,3,16.32,4,15.5,5,17.14,5,20.45,6,27.42,1,2.7,8,60.17,12,64.79,8,55.405,8,35.74,7,46.18,3,22.19,6,30.3,7,44.275,7,131.875,11,48.29,9,50.2,1,5.4,519,"1,943.97"
2470,1402,"4,833.98",5,22.36,15,103.16,17,160.595,14,149.08,36,156.12,17,77.895,27,133.24,23,105.145,51,287.71,43,222.145,22,155.29,25,172.51,21,132.115,42,223.39,32,197.02,15,123.635,32,207.28,24,141.375,4,14.38,1867,"7,618.42"
2471,260,863.611,2,9.8,0,0,0,0,0,0,1,3.12,2,11.49,5,24.86,8,40,2,10.54,4,20.13,5,29.97,7,45.95,8,43.46,8,37.65,7,40.18,7,50.53,5,22.63,2,12.1,2,12.98,335,"1,279.00"
2472,270,732.451,2,9.06,1,2.7,4,16.17,2,8.68,4,18.42,0,0,8,40.65,4,11.13,2,12.42,3,20.76,2,9.72,4,22.68,3,16.34,5,34.67,3,18.24,2,11.43,4,24.32,1,5.5,2,10.08,326,"1,025.42"
2473,422,"1,088.04",5,14.86,3,6.54,9,28.585,3,12.54,0,0,1,4.86,3,14.58,6,19.59,3,22,3,12.49,6,24.03,11,44.375,3,16.05,8,33.575,4,20.2,4,16.93,0,0,1,4.95,0,0,495,"1,384.20"
2474,844,"2,425.19",3,12.9,6,32.22,7,31,7,39.24,18,91.88,7,21.78,7,18.335,12,74.56,12,64.305,15,100.425,15,79.11,10,50.94,9,40.96,9,46.835,10,54.12,6,30.885,11,62.855,8,37.032,4,22.12,1020,"3,336.69"
2475,27,113.335,0,0,1,5.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.28,0,0,29,121.595
2476,54,210.35,0,0,1,3.12,1,8.64,0,0,0,0,1,2.08,0,0,0,0,1,5.2,0,0,0,0,0,0,0,0,1,3.78,0,0,1,5.7,1,27.72,3,18.58,0,0,64,285.17
2477,1586,"4,412.71",9,49.83,11,33.48,10,37.505,7,30.36,17,102.195,12,47.045,25,143.965,24,113.25,18,92.165,18,86.675,13,66.255,26,210.68,28,153.625,22,133.375,25,132.495,27,153.315,24,130.955,13,75.93,20,116.36,1935,"6,322.17"
2478,3240,"9,294.03",27,103.415,32,124.615,54,306.22,29,129.63,37,151.49,38,173.87,65,288.55,76,375.065,43,273.585,31,187.165,50,269.405,70,477.125,54,364.04,43,249.875,48,257.61,45,231.46,53,322.57,36,226.78,17,101.915,4088,"13,908.41"
2479,597,"2,143.32",5,23.18,6,33.175,9,68.655,5,24.63,8,57.235,7,29.555,8,43.2,9,64.435,8,42.485,13,74.685,15,100.49,10,60.343,8,59.96,7,39.155,7,46.955,12,78.765,13,119.545,9,68.075,5,51.64,761,"3,229.48"
2480,4985,"14,620.29",15,72.79,43,224.63,37,188.46,52,321.485,53,384.555,50,315.735,47,305.135,85,527.94,82,476.38,60,379.665,57,284.32,76,413.98,58,444.42,58,363.005,69,420.605,39,235.772,77,454.57,50,282.7,25,137.82,6018,"20,854.25"
2481,1282,"4,745.55",9,62.9,14,78.44,17,149.05,8,36.7,28,188.505,21,127.055,17,122.19,13,88.31,13,74.09,27,207.57,17,141.01,37,278.89,13,79.162,25,154.52,17,106.7,16,175.01,18,136.202,21,152.565,8,44.955,1621,"7,149.37"
2482,973,"2,716.30",5,18.965,6,27.335,8,41.691,6,27.005,11,142.42,10,64.72,12,60.43,7,33.42,10,43.54,6,30.06,12,47.655,21,133.315,8,61.78,11,54.475,9,41.725,9,53.365,12,61.2,12,78.486,7,43.2,1155,"3,781.09"
2483,1292,"3,625.06",11,46.34,2,6.32,13,60.2,14,56.275,17,65.395,16,70.53,18,104.725,12,54.46,18,91.49,21,109.73,19,111.38,22,135.383,18,98.19,11,52.93,16,85.388,19,104.6,13,74.51,22,118.899,16,91.205,1590,"5,163.01"
2484,2397,"7,429.74",17,90.17,20,89.63,29,133.89,17,83.14,21,193.76,32,177.075,41,203.4,27,227.57,29,150.12,40,392.215,44,253.52,42,254.81,34,220.255,23,132.51,22,152.88,28,160.735,27,231.315,33,221.35,19,112.38,2942,"10,910.47"
2485,1244,"3,345.97",9,40.585,9,38.36,15,97.91,9,43.39,9,44.6,21,96.15,12,84.03,19,98.835,15,92.93,20,110.11,22,112.86,18,111.06,13,81.195,14,80.325,14,73.74,13,76.055,6,34.83,9,48.87,11,68.99,1502,"4,780.79"
2486,4093,"11,194.25",36,142.59,51,216.66,46,204.715,40,260.975,42,201.01,68,344.695,47,287.13,44,221.205,39,210.455,69,354.37,63,422.69,39,229.26,33,185.02,28,154.425,39,221.625,35,186.88,27,188.67,38,226.16,36,228.795,4913,"15,681.58"
2487,1395,"4,336.64",10,63.66,15,57.82,18,204.897,10,47.35,15,85.475,18,99.93,20,113.38,16,93.87,15,87.34,21,126.055,46,311.17,37,309.36,20,128.425,14,74.555,20,97.685,26,181.22,23,166.74,23,163.32,11,68.365,1773,"6,817.26"
2488,332,925.29,1,6.48,5,17.56,3,19.18,1,5.98,8,34.74,3,13.96,6,32.615,0,0,2,10.38,11,54.07,7,37.44,4,24.42,2,9.25,1,5.4,7,54.38,7,43.95,2,11.55,3,19.74,6,31.335,411,"1,357.72"
2489,886,"2,355.93",8,97.79,6,30.83,17,82.8,12,55,10,55.04,10,45.56,12,55.63,11,58,11,47.26,13,71.22,21,117.265,18,144.485,11,65.795,16,82.42,13,77.675,9,48.81,8,54.1,12,84.805,6,37.305,1110,"3,667.72"
2490,77,229.63,0,0,0,0,0,0,1,2.16,1,1.89,4,31.29,1,5.225,1,3.24,3,17.83,0,0,2,9.72,2,11.9,2,12.21,3,17.49,1,6.05,0,0,0,0,2,12.31,0,0,100,360.945
2500,871,"2,876.48",5,30.59,7,23.73,9,111.47,3,36.48,8,51.53,3,11.49,11,109.475,9,40.815,4,23.432,13,77.831,13,91.255,10,97.695,5,20.99,9,60.91,7,49.1,10,59.225,16,213.56,10,68.753,4,23.98,1027,"4,078.79"
2502,442,"1,311.20",2,9.03,2,6.12,4,12.83,1,5.5,1,3.06,3,12.69,2,11.34,2,11.3,4,27.415,3,15.98,4,22.23,6,80.63,1,4.93,4,19.42,2,11.4,7,41.875,3,16.86,4,17.22,1,5.13,498,"1,646.16"
2505,186,618.437,1,10.14,0,0,1,22.88,2,7.22,1,57.24,3,6.785,4,49.75,0,0,2,31.52,3,37.94,5,20.425,3,7.8,1,4.05,0,0,0,0,2,9.9,0,0,1,5.4,0,0,215,889.487
2506,248,654.365,2,10.046,2,11.18,0,0,1,4.95,1,3.3,4,16.23,4,17.77,0,0,1,5.5,1,5.04,3,43.75,3,10.18,3,15.985,2,11.36,4,19.875,0,0,1,10.175,1,5.5,2,7.65,283,852.856
2508,391,"1,157.57",1,5,2,6.06,1,3.12,1,7.28,3,21.47,5,48.69,5,23.52,4,15.7,3,31.15,6,31.02,7,39.195,4,19.42,3,18.22,5,28.505,5,51.805,1,6.71,1,5.04,3,22.985,2,10.59,453,"1,553.05"
2515,659,"1,839.43",3,15.46,7,23.762,7,42.41,4,12.641,1,5.1,9,45.878,6,30.789,4,22.09,7,39.875,6,23,9,44.53,7,30.405,7,31.86,5,24.405,8,45.065,10,47.82,7,37.635,5,30.785,1,6.6,772,"2,399.54"
2516,295,868.527,1,5.3,2,6.13,1,2,0,0,3,12.8,5,23.825,3,17.22,4,16.7,1,3.12,3,15.76,6,24.14,2,11.3,2,13.2,5,35,6,35.145,3,16.57,4,25.29,1,7.08,2,12.55,349,"1,151.66"
2517,560,"1,438.15",3,14.025,4,17.32,7,22.51,2,9.37,6,33.14,3,9.745,6,26.62,4,20.58,6,41.78,9,36.64,8,51.32,6,57.762,5,29.515,5,26.04,9,44.86,7,36.68,1,6.6,6,36.25,1,5.2,658,"1,964.10"
2518,715,"1,935.39",4,14.33,9,40.97,8,35.04,6,48.76,11,61.1,6,38.765,8,33.865,6,38.301,6,20.05,6,31.545,6,32.76,9,39.755,7,32.62,1,5.4,6,30.975,6,27.95,10,81.06,5,21.345,5,21.66,840,"2,591.64"
2519,616,"2,000.42",1,2.12,5,24.31,5,16.94,5,15.4,4,16.13,3,11.61,4,13.295,4,19.5,7,35.05,3,17.4,5,29.675,8,142.45,4,20.83,4,25.805,1,5.13,8,34.34,8,43.595,4,19.925,0,0,699,"2,493.92"
2520,5,49.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,49.84
2525,480,"1,464.33",1,5.12,4,22.04,4,12.41,4,16.52,5,19.975,5,19.71,5,30.677,4,19.63,6,38.975,10,45.88,19,82.665,5,28.255,3,15,5,21.99,9,43.255,9,55.78,11,60.96,3,17.06,1,5.51,593,"2,025.74"
2526,753,"2,934.96",1,6.24,1,3.12,10,179.505,2,8.32,7,51.32,8,44.97,8,43.54,10,69.155,3,13.175,6,95.98,15,115.34,5,20.76,5,27.4,6,40.515,7,39.78,8,136.06,8,45.49,3,20.55,7,43.225,873,"3,939.40"
2527,1208,"3,584.56",4,17.36,9,36.4,9,126,10,41.54,11,44.47,6,23.59,6,120.11,13,61.612,15,68.185,20,96.48,16,87.99,8,45.79,14,89.345,17,88.51,11,61.05,8,35.82,23,187.41,12,99.24,10,54.025,1430,"4,969.49"
2528,1064,"2,723.53",3,9.08,4,16.72,12,46.04,9,64.32,4,18.155,7,84.41,7,39.41,7,42.125,7,32.62,4,16.76,10,51.35,17,146.135,11,67.86,9,45.34,8,33.839,5,35.555,12,53.26,8,41.45,9,51.29,1217,"3,619.25"
2529,1327,"3,776.69",5,24.68,4,19.315,10,47.255,12,45.53,8,65.932,10,42.595,11,50.92,16,78.391,11,55.59,11,56.29,19,83.637,16,179.56,21,110.585,14,70.875,13,89.805,15,93.09,17,84.49,9,55.28,11,59.41,1560,"5,089.92"
2530,1895,"5,051.33",9,37.98,13,59.376,16,77.262,10,45.07,21,115.173,17,79.834,13,53.8,30,237.492,19,126.67,27,140.445,28,174.62,14,70.87,23,212.52,24,134.105,29,147.461,21,100.53,28,260.591,11,56.67,24,142.395,2272,"7,324.20"
2533,970,"2,598.97",4,18.46,4,18.58,5,21.295,5,21.085,6,20.445,13,64.214,5,24.365,12,53.05,7,26.09,20,98.52,13,95.005,13,76.85,11,53.67,8,43.335,15,87.885,9,38.61,17,84.115,2,2.26,8,47.035,1147,"3,493.84"
2534,420,"1,247.92",1,3.12,1,3.27,5,15.18,2,10.232,3,13.604,2,5.9,3,15.96,6,25.81,6,30.17,1,7.7,6,53.74,4,26.835,3,42.32,5,30.09,2,9.8,2,10.5,5,36.22,2,8.67,3,40.26,482,"1,637.30"
2535,631,"2,101.56",6,32.09,6,33.39,5,22.968,4,18.83,2,10.56,5,20.07,2,18.9,6,31.47,10,41.67,5,27.48,11,53.295,13,86.73,6,31.195,3,14.38,10,63.495,10,45.75,9,47.78,8,64.94,7,47.86,759,"2,814.42"
2536,1344,"4,461.07",5,20.7,9,35.36,15,62.58,18,79.96,20,80.795,9,47.365,9,39.495,12,47.21,35,144.44,26,124.846,25,185.99,19,101.695,16,84.255,16,78.1,32,139.15,27,145.464,37,216.72,21,256.385,11,57.66,1706,"6,409.24"
2537,1076,"3,261.98",5,28.33,8,28.88,10,43.52,11,41.71,17,76.815,13,69.715,15,66.205,9,41.115,7,32.9,17,104.295,18,95.015,17,70.64,10,50.595,19,99.03,19,76.74,9,47.02,31,245.98,17,81.44,13,66.675,1341,"4,628.60"
2538,205,569.78,2,13.02,1,9.28,1,4.93,1,5,3,22.14,2,5.22,0,0,4,14.86,1,4.8,2,10.43,0,0,5,21.665,1,6,2,11.54,1,6.6,2,7.9,4,17.19,0,0,2,13.2,239,743.555
2539,1446,"3,876.47",6,20.33,8,30.26,8,29.64,6,25.64,11,49.285,20,92.8,4,18,15,65.28,13,56.995,15,63.76,12,60.545,14,68.815,16,82.415,13,59.12,18,109.595,6,25.98,13,70.97,22,128.58,7,34.22,1673,"4,968.70"
2540,3353,"9,121.12",12,44.69,43,184.367,29,116.74,21,91.71,24,107.045,29,133.51,28,149.265,21,83.73,38,214.85,47,203.715,47,252.41,53,364.59,36,172.955,37,278.335,44,233.04,31,171.103,35,192.815,33,202.055,22,131.82,3983,"12,449.87"
2541,1394,"4,597.87",11,50.221,6,27.69,17,69.66,10,41.3,12,61.035,12,111.37,14,58.255,20,114.657,26,124.66,19,155.565,15,62.03,19,110.805,21,108.8,32,184.61,22,130.375,19,109.385,23,173.54,12,70.92,15,90.65,1719,"6,453.40"
2545,129,432.828,0,0,0,0,2,8.94,0,0,0,0,3,9.7,2,11,0,0,3,12.31,2,8.8,3,13.33,2,8.25,0,0,1,3.06,0,0,2,6.58,0,0,0,0,1,4.4,150,519.198
2546,883,"2,595.72",2,8,10,75.2,11,31.06,4,13.42,2,15.39,11,47.745,12,63.225,7,23.26,13,60.37,18,97.22,10,40.22,11,65.46,5,21.5,7,34.31,11,69.37,11,63.225,12,56.18,5,28.65,7,35.13,1052,"3,444.65"
2548,645,"1,997.95",3,9.46,10,34.55,9,39.5,5,19.46,8,28.675,14,68.88,5,19.44,7,22.835,7,29,11,46.545,10,45.67,9,32.69,7,28.91,8,35.595,8,38.29,5,20.23,7,56.15,7,47.62,8,39.595,793,"2,661.05"
2549,363,"1,091.17",4,19.44,3,13.73,2,14.1,5,26.27,6,35.99,9,49.055,2,8.28,3,16.2,4,22.345,7,37.83,7,31.565,3,15.22,1,7.56,6,25.26,5,21.53,3,15.23,5,26.82,1,10.26,0,0,439,"1,487.86"
2550,1904,"5,334.37",15,51.48,6,32.81,24,85.17,13,42.04,23,97.105,18,93.38,16,64.665,22,81.11,20,76.09,23,101.005,18,83.83,16,91.01,9,42.535,21,90.355,17,138.69,18,79.235,17,159.935,19,128.01,3,11.67,2222,"6,884.50"
2551,275,974.425,4,19.48,1,3.08,2,7.8,3,11.46,3,10.64,5,29.25,4,14.535,9,39.685,5,25.35,3,11.825,6,26.31,3,16.23,1,1.89,3,22.62,1,5.8,6,28.455,4,113.34,5,23.29,1,4.95,344,"1,390.42"
2552,1,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.56
2555,2,4.07,0,0,0,0,0,0,0,0,0,0,1,40.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.86,0,0,0,0,4,49.49
2556,104,479.354,0,0,1,3.64,1,5.4,0,0,3,17.695,0,0,1,30.24,0,0,1,5.3,1,7.56,0,0,1,19.5,0,0,0,0,2,13.655,2,32.94,1,5.94,1,5.94,2,17.6,121,644.764
2557,297,"1,168.04",3,19.34,2,7.27,5,28.37,4,20.04,6,52.06,5,33.09,3,20.26,6,47.82,12,82.21,9,46.07,8,48.95,14,174.975,9,50.95,11,76.24,7,46.835,6,38.32,10,60.545,3,19.36,9,77.14,429,"2,117.89"
2558,684,"1,615.05",3,15.86,2,9,8,35.226,5,27.39,4,19.235,4,18.665,2,7.565,6,26.54,8,35.325,5,48.75,3,11.07,8,45.15,5,24.425,5,30.075,10,148.935,4,19.39,6,27.36,3,19.2,1,6.175,776,"2,190.38"
2559,25,82.754,0,0,0,0,1,6.21,0,0,1,4.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.12,0,0,0,0,1,5.7,0,0,1,8.25,30,109.984
2560,4010,"10,771.27",26,121.105,31,143.99,65,280.91,26,114.21,22,105.945,32,146.525,29,229.555,19,166.955,32,202.565,25,182.275,42,223.82,35,248.59,37,189.05,30,156.045,35,215,47,286.73,21,115.855,27,141.295,16,109.82,4607,"14,151.51"
2563,8,17.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.45,0,0,0,0,1,5.94,0,0,10,33.55
2564,646,"1,479.41",3,11.8,1,5.72,5,20.48,2,10.73,8,126.24,5,21.205,2,5.75,2,6.32,2,10.17,2,7.88,4,10.88,4,21.87,5,45.9,1,5.225,10,50.01,4,19.32,5,38.81,3,8.64,1,6.6,715,"1,912.96"
2565,992,"3,775.50",2,6.89,10,59.87,25,78.73,8,44.82,5,61.11,11,47.56,12,67.325,7,34.64,8,43.14,11,78.34,10,54.565,16,188.895,13,71.48,7,32.015,16,182.645,6,95.71,18,132.215,13,93.91,10,81.84,1200,"5,231.20"
2566,1758,"5,117.17",12,58.1,10,43.92,10,42.153,10,49.96,9,36.9,19,166.215,16,57.085,9,50.44,13,72.145,17,91.82,12,49.32,9,50.37,10,51.605,17,88.665,15,78.93,13,64.955,24,238.72,23,218.245,9,56.33,2015,"6,683.04"
2567,2069,"7,291.89",20,118.685,23,112.165,20,127.345,17,78.725,11,66.415,25,155.915,26,169.96,21,111.185,12,74.485,16,197.125,26,257.3,27,203.325,23,139.811,37,251.064,31,200.695,28,230.76,27,188.5,21,115,18,130.11,2498,"10,220.46"
2568,119,327.715,0,0,0,0,3,31.162,0,0,1,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.175,0,0,2,14.04,1,2.9,0,0,2,17.14,129,418.432
2569,120,417.23,0,0,0,0,0,0,2,7.95,0,0,1,4.05,1,6.16,1,2.12,1,5.035,2,14.205,0,0,3,19.615,2,6.19,0,0,0,0,0,0,3,17.32,0,0,0,0,136,499.875
2570,1945,"6,548.15",14,76.27,21,203.51,25,125.72,27,130.37,28,152.355,37,341.435,21,120.088,27,140.085,24,155.695,23,156.19,35,317.775,33,210.43,26,161.31,44,266.745,52,608.41,44,266.55,57,379.359,38,258.91,32,214.655,2553,"10,834.01"
2571,833,"3,047.77",2,10.14,8,64.31,5,22.16,4,25.7,12,78.23,5,26.59,6,29.875,7,38.5,9,107.504,5,43.61,19,153.75,13,90.48,9,69.31,5,30.105,11,69.365,11,46.305,14,127.68,10,59.66,12,93.345,1000,"4,234.39"
2572,281,835.365,2,8.78,8,50.335,1,6.24,3,14.14,6,20.08,6,23.845,2,10.87,1,15.555,2,10.9,5,45.585,4,20.04,9,192.055,1,5.5,0,0,10,69.305,3,23.265,2,8,6,32.03,3,18.24,355,"1,410.13"
2573,256,687.872,1,4.505,1,3.135,6,23.36,7,18.89,4,15.9,2,9.19,0,0,0,0,2,11.43,1,5.94,9,57.745,5,30.555,0,0,1,6.05,3,23.96,8,40.69,3,21.435,4,29.04,3,13.81,316,"1,003.51"
2574,408,"1,259.62",2,10.4,2,4.75,1,5.8,4,26.37,8,39.65,2,14.8,5,59.16,6,40.02,8,80.525,9,190.39,4,118.075,1,30.72,4,25.93,7,33.355,5,24.39,5,33.08,5,36.09,3,40.59,1,15.12,490,"2,088.83"
2575,993,"3,038.74",6,32.09,8,67.2,7,33.646,9,62.38,20,178.71,5,18.41,19,113.055,15,82.41,18,130.209,15,75.99,12,61.06,12,68.325,11,63.465,15,82.745,16,130.603,12,76.145,16,109.34,2,11.26,4,31.54,1215,"4,467.33"
